Id,PM2.5
1058,9.06
1060,11.58
1062,10.55
1068,53.6
1072,105.49
1078,28.56
1079,27.56
1083,41.49
1085,44.82
1092,63.61
1099,53.35
1103,57.11
1107,64.15
1109,53.53
1110,64.8
1113,69.62
1114,66.19
1116,71.83
1121,125.06
1124,142.73
1126,86.53
1129,86.74
1139,228.91
1147,153.36
1150,186.69
1162,52.95
1164,26.07
1169,15.16
1172,10.68
1174,19.2
1191,12.84
1199,154.96
1205,109.31
1207,162.26
1209,90.98
1211,80.17
1212,89.08
1214,74.85
1218,59.46
1219,78.66
1224,116.56
1225,113.07
1226,127.8
1235,88.87
1237,100.38
1245,86.26
1246,90.28
1251,90.86
1252,107.27
1253,88.42
1257,44.84
1259,12.55
1265,20.27
1266,27.9
1276,26.77
1278,16.27
1283,37.08
1285,24.94
1290,19.4
1305,94.91
1308,55.71
1321,43.42
1323,65.86
1329,58.84
1331,77.86
1340,103.91
1348,51.82
1353,64.29
1355,77.22
1356,97.61
1360,209.03
1362,179.15
1366,148.38
1368,183.05
1372,154.26
1378,228.11
1379,224.48
1387,252.06
1391,229.19
1394,47.6
1395,109.15
1397,66.93
1398,81.5
1400,118.0
1401,139.71
1410,115.29
1411,171.78
1412,204.75
1414,228.91
1415,233.6
1427,162.61
1440,162.49
1442,102.54
1443,71.2
1454,32.8
1455,53.4
1458,49.77
1471,52.11
1479,115.5
1481,38.33
1485,14.31
1489,23.46
1494,147.99
1495,135.23
1500,69.58
1501,107.31
1503,64.26
1504,60.4
1505,66.54
1509,36.07
1512,32.65
1523,54.69
1531,19.7
1534,37.43
1538,88.87
1539,102.44
1542,113.89
1544,68.34
1566,188.63
1569,201.43
1572,37.86
1573,28.78
1576,28.87
1578,27.21
1582,44.17
1586,39.63
1587,50.83
1595,59.65
1600,125.81
1612,76.17
1613,82.33
1614,75.66
1616,77.724
1617,81.38
1618,64.71
1619,62.82
1622,69.39
1625,102.39
1634,80.1
1637,62.535
1640,83.851
1642,78.74
1647,112.97
1666,171.78
1675,90.45
1696,81.67
1697,87.32
1699,93.21
1705,69.4
1711,51.52
1715,58.85
1716,51.72
1718,39.22
1726,138.51
1736,224.62
1740,93.89
1741,36.77
1742,42.82
1744,175.33
1748,34.34
1749,21.0
1754,70.21
1758,63.66
1765,107.02
1767,108.66
1770,91.56
1772,98.898
1785,92.1
1786,118.84
1789,145.71
1794,119.734
1802,46.34
1808,29.85
1811,78.0
1813,80.21
1815,78.26
1820,123.68
1821,79.43
1825,79.98
1828,56.39
1830,82.43
1832,87.3
1834,65.11
1839,54.33
1840,35.63
1841,34.88
1847,35.01
1860,12.97
1862,19.57
1863,31.11
1869,48.43
1875,84.17
1877,38.21
1883,108.86
1886,64.51
1892,74.72
1895,51.22
1909,125.53
1911,105.64
1914,75.09
1915,88.8
1917,98.34
1922,102.15
1929,22.74
1931,15.23
1932,11.63
1940,91.81
1949,181.86
1952,252.53
1962,107.71
1963,106.63
1967,145.48
1969,142.41
1970,130.85
1974,129.64
1976,53.82
1990,182.7
1991,205.18
1997,148.37
2000,114.38
2002,69.3
2006,70.832
2014,51.99
2015,29.21
2022,108.72
2026,141.1
2028,138.43
2032,195.28
2040,142.53
2050,122.86
2054,157.61
2056,133.06
2058,144.35
2060,142.23
2062,151.98
2063,138.96
2065,107.11
2083,145.939
2093,232.16
2096,251.91
2103,171.42
2117,5.36
2124,13.71
2126,16.3
2128,26.64
2130,17.78
2134,30.14
2136,37.83
2152,38.62
2175,39.07
2179,20.3
2180,17.29
2182,46.91
2184,51.5
2186,45.82
2188,60.71
2192,79.36
2207,87.744
2208,109.33
2212,128.39
2213,155.33
2217,70.84
2220,94.41
2228,67.78
2253,72.33
2255,83.04
2256,83.82
2259,149.36
2267,174.38
2268,129.43
2270,109.67800000000001
2283,153.41
2284,184.1
2286,153.04
2287,159.73
2292,96.54
2294,70.282
2297,27.79
2300,57.99
2301,21.78
2311,37.23
2312,41.53
2317,49.98
2320,62.18
2329,29.35
2335,43.76
2342,103.427
2343,108.49700000000001
2347,109.84
2349,50.44
2351,21.49
2357,35.93
2363,428.81
2368,178.23
2369,25.26
2373,44.59
2379,47.97
2384,143.18
2396,157.43
2410,133.98
2411,133.84
2422,120.1
2423,107.91
2424,118.43
2425,134.15
2443,10.84
2446,10.74
2451,11.56
2455,11.158
2460,24.0
2463,32.07
2465,52.08
2468,83.1
2471,34.52
2475,29.61
2476,28.03
2480,32.47
2492,20.39
2493,25.38
2494,17.84
2502,55.25
2515,27.42
2517,35.68
2521,13.33
2525,13.85
2526,20.32
2527,27.58
2540,102.85
2546,27.2
2551,65.43
2556,40.52
2558,32.02
2571,101.2
2574,139.94
2577,157.6
2584,23.36
2589,73.49
2596,75.12
2605,87.56
2613,57.96
2617,41.05
2622,32.99
2627,40.87
2632,28.71
2633,33.00666666666667
2634,29.28
2649,24.91
2653,27.55
2665,55.77
2666,69.51
2669,54.22
2670,75.74
2672,40.83
2679,80.23
2680,88.59
2681,84.75
2687,120.85
2690,121.31
2693,90.6
2712,57.370999999999995
2714,68.53
2718,55.934
2719,58.21
2733,60.64
2736,44.6
2741,49.38
2750,61.55
2751,58.32
2752,68.11
2760,9.31
2761,6.16
2773,54.72
2776,40.72
2778,53.03
2779,41.26
2781,38.33
2789,27.73
2790,32.56
2794,45.45
2797,74.36
2798,85.97
2802,123.18
2806,116.48
2812,144.55
2819,45.45
2820,50.59
2823,73.97
2825,101.71
2829,110.51
2837,110.63
2838,77.1
2847,90.85
2848,123.87
2851,92.56
2854,103.72
2861,14.03
2863,28.43
2866,121.81
2877,105.935
2883,70.62
2888,44.34
2901,64.31
2902,82.66
2903,99.061
2907,58.05
2912,48.49
2913,28.05
2917,19.42
2929,33.72
2932,55.26
2933,59.7
2934,58.65
2961,14.73
2964,66.11
2968,23.71
2969,32.8
2976,71.92
2978,66.58
2980,33.13
2985,81.51
2986,97.0
2989,111.26
2997,77.27
3020,109.91
3026,133.85
3036,27.43
3041,32.31
3046,51.52
3048,78.19
3064,47.91
3070,105.71
3078,139.37
3079,147.87
3080,171.55
3081,166.45
3082,147.35
3089,33.97
3090,68.33
3091,72.07
3094,87.21
3103,41.96
3104,39.72
3108,80.77
3110,108.22
3115,22.5
3116,23.77
3124,26.465
3125,24.02
3126,24.42
3130,35.88
3134,52.53
3141,65.33
3142,77.87
3154,80.256
3156,96.58
3157,72.89
3159,13.81
3163,37.47
3164,38.41
3165,38.08
3166,12.59
3167,21.18
3175,11.98
3178,13.7
3190,14.28
3191,20.92
3194,32.85
3218,20.4
3221,126.06
3226,93.49
3241,26.57
3256,48.98
3257,44.9
3262,76.99
3265,93.99
3287,77.71
3288,105.43
3289,80.65
3303,65.75
3310,144.3
3323,174.07
3326,39.59
3328,53.69
3335,132.53
3342,195.87
3346,120.43
3352,19.25
3359,32.38
3360,40.86
3362,31.44
3370,24.63
3372,12.76
3373,14.247
3384,16.51
3385,8.63
3390,22.48
3391,27.81
3395,37.48
3397,44.24
3405,20.04
3406,23.57
3411,24.21
3412,57.62
3414,30.72
3416,48.26
3419,76.9
3420,87.84700000000001
3422,85.57
3442,99.12
3450,101.12
3467,99.02
3477,121.71
3487,99.11
3490,132.26
3492,86.62
3493,67.78
3499,37.63
3503,21.31
3505,21.2
3516,48.64
3520,31.55
3522,24.653999999999996
3524,12.5
3532,84.1
3538,56.52
3544,44.3
3554,48.34
3555,46.17
3571,20.33
3572,42.24
3576,156.951
3582,66.74
3588,72.39
3595,99.52
3596,105.79
3597,103.2
3605,22.49
3609,54.38
3616,89.55
3620,84.71
3638,5.386666666666667
3658,52.89
3659,31.92
3666,27.95
3670,7.12
3679,21.15
3680,21.74
3687,45.89
3698,64.26
3709,12.36
3713,23.35
3715,46.46
3719,39.92
3724,81.77
3736,80.36
3741,83.92
3744,105.93
3753,80.55
3754,92.51
3760,27.78
3765,29.13
3769,47.13
3773,47.59
3781,11.78
3785,8.47
3793,10.61
3796,69.782
3799,45.76
3802,51.7
3809,59.47
3824,104.81
3826,103.06
3833,97.06
3837,47.11
3842,21.82
3851,143.44
3852,83.34
3861,105.02
3862,123.76
3864,110.19
3865,113.41
3868,166.27
3869,153.46
3872,25.02
3874,25.54
3875,32.16
3876,36.78
3880,55.69
3886,42.18
3888,40.17
3893,66.33
3894,70.09
3898,65.04
3900,81.39
3908,6.04
3912,8.29
3916,49.17
3923,20.74
3924,29.4
3933,65.99
3944,117.52
3947,147.66
3956,152.98
3963,130.3
3966,27.76
3986,81.08
3989,77.97
3992,79.84
4010,18.31
4011,30.12
4019,22.18
4021,26.25
4031,50.82
4032,45.1
4036,44.86
4043,91.74
4045,90.9
4050,75.14
4052,93.88
4054,80.27
4062,105.7
4069,90.02
4071,98.5
4080,95.61
4083,116.34
4095,122.11
4103,92.82
4105,70.99
4106,79.8
4112,102.34
4113,111.72
4118,75.4
4122,99.55
4126,79.492
4139,7.59
4142,9.51
4150,73.69
4155,18.42
4160,20.95
4174,30.49
4178,34.33
4180,80.691
4182,95.64
4185,96.09
4189,80.66
4191,103.56
4195,144.05
4200,162.41
4202,64.17
4204,7.23
4211,4.93
4215,16.61
4218,29.84
4224,10.24
4229,16.93
4233,5.6175
4235,5.53
4236,6.2775
4244,16.76
4245,13.11
4247,3.95
4248,8.89
4265,18.09
4282,75.04
4283,63.25
4285,74.05
4287,60.12
4289,65.17
4290,113.22
4298,75.99
4299,82.97
4316,246.65
4317,157.57
4318,145.08
4322,142.17
4329,184.12
4332,193.31
4337,295.464
4338,249.19
4342,163.98
4345,127.08
4350,216.18
4354,156.97
4355,155.04
4362,202.9
4368,104.46
4370,136.01
4371,107.69
4376,95.43
4377,90.66
4380,182.91
4390,99.63
4393,20.55
4401,11.82
4405,13.23
4415,16.7
4422,36.82
4430,35.2
4446,33.39
4459,131.38
4460,158.44
4480,287.32
4484,283.24
4486,246.44
4487,216.29
4489,293.61
4509,125.61
4518,161.4
4523,123.59
4526,105.46
4527,52.16
4532,13.56
4534,17.23
4536,21.59
4544,25.67
4548,53.11
4556,66.61
4580,138.4
4582,182.77
4583,189.83
4590,195.03
4592,152.54
4597,117.37
4600,48.61
4613,20.03
4616,78.92
4619,39.79
4621,40.46
4623,57.75
4626,238.8
4629,97.79
4648,54.39
4650,123.4
4651,109.82
4659,19.43
4665,28.65
4670,30.62
4673,61.05333333333333
4674,50.483999999999995
4681,63.78
4686,16.43
4702,11.81
4707,6.96
4718,15.57
4720,19.77
4727,51.8
4732,25.28
4735,65.2
4741,26.9
4757,69.37
4759,74.92
4765,100.245
4774,237.46
4783,184.23
4786,194.88
4787,220.95
4788,229.75
4793,243.66
4796,252.61
4805,11.39
4808,6.43
4810,15.13
4814,10.27
4815,11.05
4817,9.96
4824,20.24
4831,14.12
4832,16.92
4839,33.53
4840,44.77
4842,63.6
4850,66.65
4851,59.41
4855,33.52
4869,21.71
4872,34.9
4875,11.24
4881,12.66
4883,8.94
4886,11.27
4887,12.78
4888,13.82
4894,31.31
4904,34.77
4906,30.16
4914,14.85
4917,16.59
4923,75.82
4927,38.91
4931,20.33
4940,34.7
4941,45.21
4946,160.56
4951,130.47
4958,192.18
4960,212.96
4970,346.59
4974,245.19
4975,225.65
4977,232.35
4980,250.56
4982,219.69
4991,321.92
4996,38.27
4997,13.03
4998,8.4
5006,4.82
5012,12.26
5014,57.88
5017,82.36
5022,118.12
5026,21.96
5027,23.5
5029,22.67
5032,49.05
5041,98.72
5042,134.83
5052,103.52
5058,94.51
5061,208.35
5073,11.03
5081,12.48
5086,6.24
5100,23.62
5101,46.53
5106,181.59
5111,185.54
5113,64.35
5118,89.52
5120,77.76
5121,45.04
5123,38.11
5124,32.31
5131,77.15
5133,69.65
5139,18.67
5147,8.49
5151,13.42
5159,26.99
5164,13.36
5166,13.42
5176,37.78
5180,59.67
5182,114.92
5184,71.06
5191,21.78
5196,29.62
5206,91.93
5207,115.3
5209,113.14
5215,28.08
5221,15.1
5225,10.24
5227,9.55
5228,8.15
5230,12.81
5236,13.11
5241,8.94
5249,13.15
5254,10.57
5265,9.69
5275,13.7
5283,42.96
5284,74.11
5296,66.2
5299,66.35
5304,62.86
5306,99.61
5311,243.63
5318,252.21
5320,184.64
5325,116.34
5337,258.23
5340,223.2
5341,281.03
5356,67.92
5368,15.07
5369,12.21
5374,11.7
5382,21.18
5387,88.57
5392,5.05
5397,15.12
5399,22.98
5406,7.62
5408,7.996666666666666
5421,9.49
5428,9.38
5432,8.96
5440,8.38
5445,12.75
5447,10.51
5452,23.66
5453,53.667
5456,97.79
5459,81.35
5464,52.82
5469,62.51
5470,46.36
5473,52.45
5475,69.7
5483,109.65
5486,49.78
5489,30.81
5493,24.14
5499,12.18
5507,41.19
5514,62.4
5515,66.69
5516,66.15
5520,36.18
5521,57.54
5522,77.63
5523,62.77
5532,78.35
5533,91.07
5541,71.13
5545,83.9
5546,85.66
5547,146.31
5556,154.63
5559,51.74
5560,49.13
5563,48.17
5568,33.1
5574,116.88
5575,138.26
5576,133.12
5578,178.05
5581,108.98
5584,74.87
5586,74.21
5588,63.32
5593,54.13
5595,53.71
5605,26.81
5606,23.85
5608,13.2
5610,15.03
5628,126.26
5633,103.71
5635,99.93
5645,171.44
5647,301.42
5652,92.58
5659,306.45
5660,367.74
5661,366.59
5663,360.42
5683,3.53
5685,6.13
5686,5.48
5690,6.16
5694,17.03
5695,36.12
5696,19.64
5697,25.14
5701,26.28
5703,13.71
5704,12.2
5721,37.63
5723,29.88
5726,18.51
5728,40.32
5735,42.52
5744,5.19
5747,6.77
5748,9.5
5756,36.93
5778,91.18
5783,129.45
5791,35.82
5793,36.68
5795,22.07
5798,20.98
5801,26.07
5805,59.12
5806,55.03
5808,28.48
5816,26.79
5818,43.09
5820,30.98
5824,131.08
5826,170.34
5840,107.13
5846,74.88
5848,334.94
5850,238.0
5853,274.31
5857,253.26
5860,145.736
5861,173.639
5865,79.06
5867,41.32
5885,215.57
5888,129.27
5893,272.93
5896,260.78
5900,244.03
5903,261.1
5907,253.1
5911,276.73
5918,48.84
5921,32.76
5926,11.29
5928,8.95
5933,12.85
5939,13.42
5944,17.43
5945,21.05
5956,16.38
5964,13.94
5967,22.88
5973,95.41
5975,120.3
5986,50.02
5987,32.35
5988,25.74
5995,55.86
5998,136.81
6022,170.22
6023,176.18
6025,141.23
6028,215.37
6036,123.31
6038,174.58
6045,246.48
6049,42.14
6052,43.42
6053,69.37
6056,39.9
6061,16.6
6064,65.88
6070,116.18
6073,87.2
6075,77.56
6081,146.09
6084,152.21
6089,170.87
6100,117.53
6103,62.23
6104,77.42
6119,141.35
6121,96.28
6125,94.1
6127,84.12
6144,186.59
6155,30.93
6162,20.16
6164,9.06
6171,11.938000000000002
6173,10.06
6174,15.27
6178,13.81
6191,9.6
6192,9.37
6203,9.04
6206,63.65
6211,56.17
6213,87.1
6234,120.35
6241,192.95
6242,105.87
6252,117.96
6261,42.39
6266,15.25
6269,19.15
6281,66.5
6286,84.06
6288,105.83
6301,129.64
6314,47.67
6316,126.06399999999998
6331,144.49
6334,65.77
6339,53.07
6341,53.51
6343,41.37
6351,483.51
6353,511.73
6356,566.1
6360,451.58
6363,396.49
6364,405.63
6370,93.5
6371,248.87
6385,67.69
6387,68.54
6393,13.95
6420,99.29
6421,104.09
6425,134.2
6429,110.93
6435,125.02
6444,25.12
6447,18.87
6448,12.65
6452,7.61
6454,7.96
6461,17.75
6468,52.78
6469,63.31
6478,147.99
6479,140.32
6486,61.32
6487,73.43
6491,108.29
6493,129.184
6495,174.18
6500,154.6
6504,233.6
6509,186.76
6521,270.22
6524,265.71
6525,254.85
6530,225.04
6535,139.28
6536,73.05
6537,72.25
6541,37.07
6542,45.8
6543,35.42
6546,100.9
6548,40.62
6551,12.29
6552,13.14
6557,12.78
6560,11.28
6561,14.55
6563,37.94
6570,20.97
6577,44.29
6590,98.53
6591,90.64
6593,117.12
6595,121.63
6598,129.69
6605,22.2
6606,36.55
6607,17.74
6610,9.78
6615,12.54
6619,28.26
6622,64.86
6623,81.17
6627,79.69
6632,92.73
6640,74.24
6641,79.91
6645,108.57
6646,115.47
6650,157.27
6651,154.22
6655,204.65
6663,13.61
6667,16.89
6669,8.0
6683,199.45
6688,105.95
6691,65.9
6697,110.29
6698,112.36
6699,122.0
6704,119.41
6706,129.78
6712,143.52
6713,155.27
6716,115.7
6722,97.37
6727,101.38
6728,102.26
6733,134.09
6740,19.9
6747,14.59
6756,6.68
6757,4.798333333333333
6759,4.923333333333333
6760,4.3
6761,6.96
6766,9.4
6769,6.98
6778,8.45
6781,8.49
6791,11.9
6792,24.25
6796,79.61
6799,72.32
6801,55.18
6819,69.81
6822,99.43
6832,118.76
6838,89.03
6845,71.01
6846,60.56
6860,68.91
6868,81.28
6870,71.27
6881,14.176476190476189
6884,5.17
6885,7.14
6895,7.12
6902,9.71
6906,5.4
6908,13.78
6909,14.08
6914,9.15
6923,12.25
6927,10.67
6932,27.26
6935,43.24
6936,43.07
6939,56.13
6941,59.63
6942,45.69
6943,46.12
6946,76.27
6959,127.434
6967,41.14
6972,136.68
6977,92.36
6979,125.85
6982,145.39
6986,132.02
6989,169.15
6992,222.7
6995,218.84
6997,188.74
7012,563.67
7013,507.15
7018,302.73
7019,267.72
7020,297.53
7028,378.73
7032,478.41
7037,326.94
7040,141.16
7044,181.14
7054,61.5
7069,67.81
7076,37.62
7078,40.16
7079,39.89
7082,69.7
7093,68.0
7103,103.75
7110,16.383238095238095
7112,11.046666666666665
7114,21.75
7120,118.47
7124,130.91
7127,130.0
7128,117.52
7135,264.42
7138,332.49
7142,306.41
7156,242.78
7160,240.68
7162,240.12
7163,254.01
7164,253.74
7168,283.36
7176,277.74
7180,232.0
7184,262.1
7187,227.66
7192,189.38
7195,180.89
7206,232.19
7211,238.12
7216,232.24
7220,217.38
7222,209.44
7225,184.98
7226,222.55
7231,387.72
7232,315.36
7234,257.77
7238,395.16
7239,395.53
7242,369.97
7254,412.47
7267,7.84
7279,16.46066666666667
7281,15.96
7284,52.75
7286,38.81
7288,131.46
7292,35.36
7306,119.55
7316,7.905
7324,108.6
7325,143.73
7328,116.64
7332,104.98
7333,118.22
7344,130.0
7345,142.6
7348,259.34
7351,138.09
7352,134.51
7359,222.68
7362,268.32
7372,280.33
7390,12.37
7395,12.32
7396,10.04
7403,23.39
7407,21.14
7411,29.36
7417,40.63
7427,18.89
7443,51.22
7449,121.23
7450,96.93
7451,82.01
7454,56.14
7458,16.14
7481,176.62
7487,177.45
7491,51.47
7495,46.9
7505,130.52
7506,151.5
7509,100.1
7513,86.55
7515,84.89
7535,122.4
7543,186.1
7547,177.98
7557,108.75
7559,155.4
7562,22.7
7563,13.18
7569,6.33
7575,7.590833333333333
7576,9.37
7580,12.24
7596,37.81
7598,38.93
7605,25.22
7610,39.03
7611,33.72
7614,20.36
7628,22.88
7629,26.76
7630,32.72
7650,152.99
7652,194.58
7663,177.77
7677,164.86
7685,160.852
7690,152.11
7697,42.98
7698,48.34
7702,40.37
7703,32.64
7704,28.66
7715,20.5
7724,88.32
7726,63.05
7740,82.12
7742,107.14
7744,80.681
7753,15.01
7758,10.52
7761,8.82
7764,14.41
7766,13.56
7771,12.56
7775,14.54
7777,12.482000000000001
7783,18.16
7786,53.56
7815,137.27
7817,19.99
7834,105.28
7835,109.39
7836,138.06
7838,183.81
7840,106.48
7845,160.71
7846,155.37
7850,180.34
7857,226.26
7863,236.2
7869,149.13
7873,191.56
7875,238.98
7877,299.48
7882,196.57
7894,146.99
7895,134.51
7897,144.16
7907,248.31
7908,285.9
7910,303.67
7911,292.03
7913,301.43
7918,195.77
7926,372.4
7929,284.88
7937,329.21
7938,98.97
7942,97.101
7943,129.26
7945,121.99
7946,129.392
7948,172.31
7963,63.79
7971,51.16
7974,19.92
7975,17.295714285714283
7978,23.86
7979,26.69
7986,19.02
7988,19.63
7998,74.385
7999,34.15
8005,27.2
8008,8.29
8010,12.47
8014,44.02
8019,88.65
8022,164.77
8029,233.39
8031,256.47
8040,113.0
8055,50.49
8076,90.57
8079,61.35
8086,99.34
8089,64.73
8090,80.71
8091,69.88
8092,39.21
8093,60.95
8098,9.04
8102,59.22
8105,15.08
8117,40.54
8121,47.96
8126,85.18
8137,44.89
8139,56.5
8150,10.65
8154,35.65
8156,34.78
8159,45.82
8165,71.05
8168,60.23
8169,78.57
8175,51.33
8183,64.33
8185,63.81
8194,107.36800000000001
8197,115.57
8212,239.02
8215,211.95
8218,151.53
8223,223.06
8224,204.28
8225,156.43
8228,148.59
8231,143.49
8237,116.75
8241,148.66
8243,157.03
8249,51.16
8253,92.47
8263,103.26
8269,93.7
8270,88.95
8279,123.14
8284,128.17
8291,29.99
8298,53.08
8303,88.52
8304,99.95
8306,113.43
8315,118.3
8316,114.73
8319,93.23
8321,108.36
8326,121.79
8331,120.18
8334,141.19
8335,176.67
8338,182.76
8339,187.89
8343,142.93
8345,129.92
8348,110.25
8353,220.53
8355,217.73
8356,224.69
8360,205.95
8363,251.88
8364,290.87
8377,46.01
8378,73.53
8380,40.13
8385,104.12
8399,45.54
8400,37.99
8405,87.11
8410,59.2
8414,78.5
8420,121.62
8423,137.32
8426,144.31
8436,78.4
8448,122.03
8449,119.28
8464,125.21
8469,52.14
8471,86.25
8477,85.92
8481,56.02
8482,56.92
8483,39.63
8489,44.84
8492,59.56
8496,114.27
8499,64.25
8502,49.24
8504,47.69
8505,51.62666666666667
8508,19.63
8511,32.82
8512,44.55
8522,71.59
8523,70.375
8527,53.83
8538,31.06
8540,61.2
8546,69.92
8576,122.67
8582,160.85
8601,97.62
8606,148.26
8610,82.9
8613,131.06
8624,197.53
8628,64.25
8633,91.1
8663,77.48
8673,125.06
8674,139.53
8675,151.24
8679,86.51
8681,78.4
8682,81.45
8685,73.83
8687,76.24
8688,79.2
8690,69.1
8694,98.19
8697,124.03
8703,145.03
8705,158.41
8707,74.26
8713,19.843333333333334
8714,25.11
8717,30.08
8725,21.87
8730,23.59
8741,37.18
8747,54.95
8750,41.51
8752,37.73
8755,78.07
8776,17.78
8786,53.9
8791,25.25
8794,16.668
8796,21.34
8814,81.962
8832,159.4
8835,143.52
8838,57.48
8845,18.81
8850,26.39
8860,122.66
8861,154.14
8864,68.43
8873,84.82099999999998
8874,64.89
8877,63.809
8878,63.44
8880,56.23
8886,96.53
8889,76.31
8906,47.69
8917,84.45
8919,92.89
8927,46.64
8937,9.13
8942,18.01
8945,27.16
8949,26.14
8955,64.67
8957,22.89
8968,68.4
8974,84.93
8975,83.68
8977,107.81
8979,117.1
8980,117.33
8985,32.5
9001,13.31
9003,19.39
9009,20.56
9021,70.62
9022,75.04
9027,87.01
9032,92.23
9040,106.1
9046,50.57
9053,18.93
9055,17.99
9067,94.52799999999999
9068,122.46
9071,130.67
9083,67.07
9088,100.3
9091,105.66
9092,95.84
9097,99.92
9098,107.15
9100,86.83
9104,146.51
9105,128.28
9113,57.19
9124,126.9
9125,100.92
9134,167.06
9135,183.45
9136,229.5
9139,71.214
9142,81.46
9154,166.85
9157,73.5
9170,160.87
9172,156.18
9175,164.55
9177,213.65400000000002
9181,210.56
9184,344.07800000000003
9185,272.0
9189,283.57
9193,61.04
9198,42.52
9199,81.55
9209,108.78
9211,124.12700000000001
9216,62.48
9222,49.21
9230,134.55
9232,46.41
9234,52.98666666666666
9237,61.62
9239,54.63
9242,81.12
9243,77.56
9248,53.82
9254,99.66
9259,124.42
9261,17.26
9265,29.58
9272,69.41
9275,36.04
9279,53.95
9281,25.06
9282,40.73
9290,13.65
9309,14.2
9311,8.47
9313,11.99
9317,17.91
9318,39.54
9322,35.48
9325,41.72
9327,16.45
9333,24.11
9334,20.88
9337,31.44
9341,33.83
9348,40.82
9354,26.58
9357,36.84
9366,66.87
9367,80.66
9368,73.58
9387,73.64
9401,153.12
9408,196.44
9412,46.657
9417,59.65
9434,34.43
9436,31.56
9437,34.1
9439,24.77
9440,42.91
9444,31.19
9447,26.215
9463,30.71
9472,16.2
9478,40.246
9488,55.1
9502,42.64
9509,68.73
9512,77.88
9517,50.2
9520,35.87
9523,48.49
9530,66.94666666666666
9539,110.87
9553,21.07
9557,11.98
9559,8.26
9579,20.6
9582,15.22
9583,11.725
9588,38.68
9590,61.915
9597,30.75
9602,13.065999999999999
9603,13.36
9624,38.14
9629,48.75
9644,85.49
9649,71.61
9654,32.15
9657,72.97
9670,20.45
9673,29.13
9677,19.3
9686,10.19
9692,17.67
9704,90.04
9706,43.48
9719,19.46
9724,18.1
9729,28.32
9731,19.36
9734,33.41
9739,30.05
9743,72.98
9748,94.18
9752,103.93
9760,121.03
9766,38.95
9767,72.28
9769,77.89
9771,52.74
9772,96.03
9774,116.66
9776,143.83
9782,153.73
9790,76.24
9791,82.14
9795,70.45
9803,39.77
9806,111.44
9813,35.68
9815,51.38
9819,42.64
9826,34.87
9839,85.64
9843,81.59
9845,112.21
9847,99.61
9851,120.93
9856,58.67
9859,70.9
9860,70.27
9861,55.58
9865,33.39
9867,52.99
9871,28.735
9872,21.6125
9873,21.64
9880,33.03
9884,51.61
9889,54.13
9891,62.13
9892,48.38
9894,76.96
9899,57.19
9911,18.502
9914,11.94
9915,13.54
9916,16.39
9921,35.13
9924,31.47
9933,26.76
