Id,PM2.5
2130,19.12
2134,25.83
2136,47.36
2152,40.07
2175,39.95
2179,21.26
2180,14.52
2182,63.1
2184,52.07
2186,47.11
2188,65.97
2192,79.321
2207,103.48
2208,103.87
2212,117.26
2213,144.88
2217,69.56
2220,103.97
2228,75.94
2253,71.41
2255,79.22
2256,95.67
2259,163.0
2267,219.81
2268,125.66
2270,106.07
2283,158.05
2284,181.03
2286,140.76
2287,162.14
2292,93.51
2294,80.53699999999999
2297,62.43
2300,63.71
2301,24.69
2311,37.16
2312,36.15
2317,49.88
2320,60.1
2329,35.09
2335,46.81
2342,116.18
2343,104.463
2347,97.91
2349,40.0
2351,19.56
2357,46.02
2363,492.0
2368,128.17
2369,30.53
2373,43.18
2379,54.84
2384,163.84
2396,155.12
2410,135.55
2411,128.91
2422,114.07
2423,101.23
2424,126.17
2425,135.56
2443,12.09
2446,11.12
2451,9.12
2455,11.41
2460,21.63
2463,27.24
2465,56.57
2468,69.02
2471,36.38
2475,34.81
2476,25.07
2480,31.13
2492,19.52
2493,24.84
2494,17.94
2502,60.06
2515,23.21
2517,34.75
2521,12.53
2525,12.828
2526,23.35
2527,30.44
2540,103.98
2546,25.2
2551,57.65
2556,46.36
2558,35.28
2571,99.35
2574,132.7
2577,169.92
2584,24.54
2589,73.12
2596,76.35
2605,114.15
2613,67.67
2617,61.01
2622,39.23
2627,40.73
2632,30.36
2633,34.87
2634,29.25
2649,30.36
2653,27.22
2665,66.38
2666,70.52
2669,50.47
2670,75.03
2672,47.68
2679,90.64
2680,89.45
2681,97.83
2687,138.79
2690,127.8
2693,88.64
2712,70.33
2714,47.3
2718,65.88
2719,59.55
2733,62.09
2736,40.89
2741,50.9
2750,63.98
2751,64.34
2752,64.38
2760,10.8
2761,5.43
2773,50.26
2776,44.75
2778,67.44
2779,39.39
2781,33.76
2789,22.38
2790,25.68
2794,48.74
2797,76.81
2798,73.7
2802,122.92
2806,121.26
2812,161.23
2819,57.1
2820,52.46
2823,76.3
2825,91.29
2829,114.2
2837,99.83
2838,75.18
2847,84.09700000000001
2848,135.37
2851,103.52
2854,114.44
2861,13.94
2863,27.82
2866,116.1
2877,106.81
2883,70.27
2888,48.12
2901,73.13
2902,79.65
2903,98.95
2907,69.94
2912,48.31
2913,23.68
2917,18.2
2929,34.7
2932,56.53
2933,60.63
2934,67.63
2961,14.63
2964,73.19
2968,18.98
2969,29.5
2976,64.91
2978,63.32
2980,33.94
2985,63.79
2986,65.58
2989,111.26
2997,77.8
3020,102.22
3026,152.23
3036,26.44
3041,30.75
3046,34.88
3048,54.13
3064,57.26
3070,90.61
3078,133.14
3079,161.7
3080,173.11
3081,174.79
3082,161.12
3089,39.81
3090,57.08
3091,76.19
3094,69.83
3103,41.14
3104,42.99
3108,77.19
3110,103.87
3115,23.69
3116,19.24
3124,20.48
3125,21.23
3126,22.29
3130,30.39
3134,53.48
3141,63.14
3142,77.38
3154,80.99
3156,95.63
3157,61.34
3159,7.57
3163,23.08
3164,34.6
3165,36.91
3166,11.15
3167,23.47
3175,9.58
3178,16.26
3190,16.0
3191,20.52
3194,24.68
3218,19.66
3221,137.39
3226,110.54
3241,24.04
3256,53.68
3257,43.03
3262,73.43
3265,88.13
3287,72.52
3288,115.39
3289,77.92
3303,87.34
3310,133.12
3323,171.03
3326,40.79
3328,64.77
3335,143.36
3342,186.54
3346,128.67
3352,23.87
3359,39.71
3360,36.59
3362,26.59
3370,16.98
3372,15.05
3373,16.15
3384,15.36
3385,8.49
3390,22.14
3391,20.48
3395,37.46
3397,33.24
3405,17.54
3406,19.6
3411,17.46
3412,47.99
3414,29.61
3416,40.25
3419,80.73
3420,97.01
3422,78.64699999999999
3442,98.95
3450,90.64
3467,116.86
3477,108.65
3487,106.44
3490,124.7
3492,77.83
3493,70.44
3499,25.49
3503,15.115
3505,23.36
3516,48.83
3520,34.09
3522,20.01
3524,10.78
3532,77.54
3538,48.94
3544,33.93
3554,46.31
3555,48.27
3571,18.64
3572,32.93
3576,150.9
3582,59.47
3588,62.83
3595,88.45
3596,88.08
3597,87.01
3605,24.62
3609,44.28
3616,98.68
3620,95.5
3638,5.12
3658,42.21
3659,31.47
3666,25.31
3670,8.59
3679,19.137999999999998
3680,19.75
3687,39.38
3698,52.91
3709,17.4
3713,26.98
3715,53.83
3719,39.71
3724,93.64
3736,73.66
3741,76.77
3744,99.73
3753,82.86
3754,94.33
3760,24.35
3765,37.84
3769,44.02
3773,45.72
3781,10.01
3785,6.91
3793,9.5
3796,62.05
3799,44.94
3802,45.68
3809,49.86
3824,104.52
3826,98.49
3833,90.55
3837,48.66
3842,19.92
3851,159.13
3852,71.8
3861,104.34
3862,119.37
3864,110.14
3865,109.65
3868,135.32
3869,131.06
3872,22.98
3874,26.45
3875,33.05
3876,36.09
3880,52.69
3886,41.98
3888,41.93
3893,64.91
3894,79.548
3898,69.51
3900,78.10300000000001
3908,6.25
3912,7.87
3916,42.93
3923,18.54
3924,24.75
3933,54.54
3944,111.48
3947,112.71
3956,154.53
3963,201.01
3966,29.16
3986,75.83
3989,78.0
3992,71.89
4010,18.49
4011,21.86
4019,17.9
4021,25.71
4031,54.92
4032,41.98
4036,42.28
4043,89.87
4045,95.63
4050,64.03
4052,82.77
4054,82.35
4062,103.45
4069,88.8
4071,93.81
4080,94.4
4083,107.34
4095,126.64
4103,92.28
4105,76.42
4106,82.62
4112,107.68
4113,106.92
4118,76.3
4122,99.14
4126,89.82
4139,7.22
4142,8.59
4150,93.25
4155,26.31
4160,15.27
4174,22.07
4178,31.31
4180,61.005
4182,97.64
4185,90.72
4189,75.9
4191,93.52
4195,124.56
4200,161.58
4202,52.67
4204,7.26
4211,5.84
4215,14.62
4218,34.91
4224,11.74
4229,14.66
4233,4.81
4235,3.89
4236,4.02
4244,19.23
4245,11.73
4247,3.55
4248,8.64
4265,18.07
4282,73.07
4283,60.16
4285,68.42
4287,46.07
4289,65.51
4290,103.46
4298,76.03
4299,84.0
4316,256.12
4317,215.67
4318,181.18
4322,176.18
4329,242.7
4332,189.76
4337,293.52
4338,265.35
4342,235.28
4345,113.93
4350,213.44
4354,196.66
4355,196.48
4362,205.11
4368,88.82
4370,117.27
4371,103.02
4376,91.23
4377,83.58
4380,196.59
4390,95.79
4393,33.9
4401,12.03
4405,11.3
4415,17.58
4422,39.6
4430,29.13
4446,30.5
4459,142.83
4460,181.7
4480,291.51
4484,290.17
4486,277.87
4487,240.02
4489,284.03
4509,127.19
4518,169.46
4523,146.15
4526,106.12
4527,51.38
4532,9.91
4534,9.93
4536,18.55
4544,34.63
4548,43.45
4556,54.74
4580,137.32
4582,192.16
4583,199.25
4590,229.46
4592,158.98
4597,136.98
4600,41.89
4613,23.81
4616,61.33
4619,41.32
4621,42.19
4623,42.68
4626,256.26
4629,100.81
4648,47.22
4650,115.85
4651,100.86599999999999
4659,17.84
4665,28.67
4670,29.32
4673,58.17
4674,49.4
4681,61.88
4686,13.956666666666665
4702,11.14
4707,6.5
4718,13.84
4720,19.56
4727,48.24
4732,26.81
4735,63.26
4741,30.4
4757,71.83
4759,84.18
4765,87.63
4774,221.69
4783,190.3
4786,213.81
4787,225.75
4788,231.72
4793,260.95
4796,257.35
4805,17.22
4808,7.11
4810,14.04
4814,9.37
4815,9.05
4817,9.59
4824,19.61
4831,21.82
4832,13.57
4839,33.86
4840,44.08
4842,67.33
4850,63.85
4851,63.14
4855,33.6
4869,19.63
4872,33.33
4875,10.69
4881,14.37
4883,10.45
4886,10.06
4887,11.4
4888,13.45
4894,30.59
4904,35.14
4906,28.7
4914,15.49
4917,17.67
4923,85.18
4927,35.17
4931,20.6
4940,35.98
4941,44.98
4946,151.17
4951,124.97
4958,187.27
4960,222.99
4970,321.63
4974,228.48
4975,235.34
4977,209.57
4980,229.27
4982,251.25
4991,338.73
4996,35.36
4997,16.22
4998,9.55
5006,3.96
5012,10.67
5014,58.18
5017,69.62
5022,132.06
5026,26.19
5027,23.37
5029,16.75
5032,43.01
5041,98.618
5042,147.38
5052,113.05799999999999
5058,108.86
5061,196.56
5073,11.87
5081,9.36
5086,6.52
5100,26.49
5101,47.33
5106,185.15
5111,183.48
5113,55.15
5118,67.82
5120,51.56
5121,44.95
5123,39.84
5124,26.43
5131,72.65
5133,62.08
5139,19.52
5147,8.48
5151,10.73
5159,22.08
5164,13.72
5166,12.57
5176,38.24
5180,59.13
5182,116.1
5184,70.77
5191,23.69
5196,27.02
5206,86.81
5207,116.79
5209,100.86
5215,28.87
5221,10.28
5225,7.19
5227,9.6
5228,6.143333333333333
5230,11.44
5236,11.55
5241,7.72
5249,13.7
5254,9.76
5265,9.3
5275,15.08
5283,40.69
5284,67.95
5296,66.61
5299,52.39
5304,60.26
5306,115.43
5311,234.03
5318,271.98
5320,175.11
5325,122.25
5337,256.74
5340,241.01
5341,282.76
5356,51.32
5368,16.23
5369,12.4
5374,9.21
5382,20.66
5387,86.66
5392,5.23
5397,14.33
5399,19.17
5406,7.63
5408,8.72
5421,10.57
5428,8.99
5432,8.56
5440,8.73
5445,11.68
5447,10.33
5452,19.54
5453,51.14
5456,106.46
5459,80.83
5464,49.55
5469,58.28
5470,45.62
5473,50.54
5475,62.72
5483,106.31
5486,45.15
5489,29.75
5493,26.77
5499,14.54
5507,38.66
5514,61.66
5515,65.09
5516,74.86
5520,36.6
5521,54.58
5522,72.96
5523,67.6
5532,81.56
5533,91.73
5541,97.96
5545,81.11
5546,77.1
5547,149.2
5556,157.23
5559,46.94
5560,46.29
5563,38.97
5568,30.33
5574,120.51
5575,132.08
5576,125.69
5578,183.82
5581,127.59
5584,78.21
5586,80.89
5588,67.74
5593,54.48
5595,50.27
5605,28.31
5606,16.95
5608,9.84
5610,14.19
5628,126.29
5633,116.99
5635,111.18
5645,179.84
5647,319.7
5652,87.26
5659,344.41
5660,380.28
5661,369.95
5663,372.58
5683,3.68
5685,5.97
5686,5.46
5690,6.68
5694,15.19
5695,31.77
5696,23.9
5697,24.4
5701,23.57
5703,10.92
5704,10.15
5721,35.75
5723,35.52
5726,19.01
5728,37.62
5735,39.59
5744,4.48
5747,7.11
5748,9.93
5756,42.32
5778,94.54
5783,132.46
5791,37.93
5793,33.72
5795,16.68
5798,20.71
5801,28.6
5805,46.73
5806,50.26
5808,27.37
5816,23.88
5818,46.16
5820,28.83
5824,108.21
5826,170.71
5840,109.4
5846,67.67
5848,320.05
5850,240.5
5853,280.41
5857,248.95
5860,137.62
5861,163.13
5865,70.22
5867,38.18
5885,217.32
5888,140.01
5893,277.2
5896,273.66
5900,238.36
5903,284.11
5907,255.04
5911,264.39
5918,50.27
5921,32.8
5926,9.53
5928,8.95
5933,11.65
5939,10.02
5944,17.98
5945,20.46
5956,13.55
5964,14.85
5967,19.87
5973,91.01
5975,104.42
5986,60.34
5987,34.02
5988,27.27
5995,37.05
5998,161.89
6022,169.78
6023,171.85
6025,133.82
6028,212.56
6036,115.52
6038,164.33
6045,234.67
6049,31.28
6052,34.55
6053,49.8
6056,29.58
6061,18.91
6064,44.42
6070,116.676
6073,78.08
6075,73.63
6081,137.95
6084,151.77
6089,185.05
6100,118.22
6103,55.68
6104,84.19
6119,138.06
6121,101.1
6125,96.21
6127,99.32
6144,191.88
6155,27.27
6162,21.22
6164,10.59
6171,13.47
6173,12.69
6174,14.57
6178,15.14
6191,10.58
6192,11.01
6203,12.87
6206,59.42
6211,47.44
6213,79.9
6234,117.09
6241,181.65
6242,93.49
6252,122.82
6261,25.87
6266,14.45
6269,21.6
6281,63.08
6286,82.01
6288,71.79
6301,121.05
6314,42.19
6316,125.61
6331,153.02
6334,63.04
6339,58.34
6341,50.08
6343,44.93
6351,471.38
6353,513.66
6356,574.74
6360,464.61
6363,405.83
6364,410.88
6370,98.27
6371,227.61
6385,72.8
6387,68.95
6393,17.27
6420,97.83
6421,102.58
6425,140.64
6429,103.206
6435,124.58
6444,42.46
6447,38.08
6448,15.34
6452,6.04
6454,9.74
6461,18.92
6468,44.63
6469,59.19
6478,150.8
6479,145.23
6486,64.08
6487,77.26
6491,110.31
6493,129.71
6495,174.82
6500,150.33
6504,229.77
6509,189.88
6521,276.68
6524,271.68
6525,258.62
6530,217.37
6535,135.15
6536,76.41
6537,69.66
6541,36.16
6542,44.16
6543,34.94
6546,82.55
6548,36.38
6551,13.84
6552,12.82
6557,13.81
6560,11.64
6561,12.99
6563,32.51
6570,19.57
6577,33.62
6590,85.46
6591,92.92
6593,116.111
6595,116.43
6598,114.22
6605,19.63
6606,33.7
6607,19.1
6610,10.42
6615,13.91
6619,25.96
6622,56.02
6623,66.35
6627,73.82
6632,76.34
6640,72.3
6641,73.97
6645,106.65
6646,108.53
6650,165.67
6651,166.83
6655,194.99
6663,11.75
6667,13.66
6669,13.96
6683,218.28
6688,98.67
6691,61.87
6697,110.63
6698,98.71
6699,123.61
6704,130.17
6706,146.73
6712,159.64
6713,157.43
6716,145.28
6722,105.44
6727,126.89
6728,123.93
6733,144.9
6740,14.44
6747,12.59
6756,9.71
6757,5.41
6759,4.94
6760,3.91
6761,6.25
6766,10.23
6769,5.59
6778,6.24
6781,6.13
6791,14.99
6792,20.47
6796,82.11
6799,74.16
6801,69.92
6819,77.33
6822,106.92
6832,122.75
6838,96.73
6845,78.34
6846,72.76
6860,78.53
6868,83.32
6870,79.72
6881,13.262333333333334
6884,4.64
6885,7.89
6895,6.72
6902,8.92
6906,7.29
6908,12.06
6909,11.18
6914,8.2
6923,13.41
6927,12.06
6932,31.18
6935,55.94
6936,57.89
6939,68.47
6941,59.01
6942,59.61
6943,68.91
6946,88.57
6959,149.85
6967,50.44
6972,152.28
6977,100.89
6979,144.32
6982,167.35
6986,137.55
6989,190.91
6992,228.96
6995,230.42
6997,213.43
7012,549.06
7013,518.46
7018,318.38
7019,275.0
7020,310.06
7028,394.56
7032,484.47
7037,332.61
7040,203.7
7044,220.92
7054,85.74
7069,80.66
7076,55.46
7078,62.39
7079,52.54
7082,74.09
7093,85.27
7103,109.9
7110,17.549333333333333
7112,13.96
7114,27.68
7120,148.74
7124,147.69
7127,167.15
7128,155.1
7135,275.54
7138,348.47
7142,317.87
7156,236.53
7160,249.01
7162,243.17
7163,251.25
7164,259.29
7168,301.59
7176,290.32
7180,234.32
7184,265.27
7187,223.02
7192,203.11
7195,190.31
7206,221.94
7211,225.95
7216,228.47
7220,212.05
7222,208.95
7225,174.53
7226,226.22
7231,408.01
7232,320.98
7234,298.2
7238,411.66
7239,410.9
7242,386.16
7254,354.87
7267,12.985
7279,16.88
7281,15.75
7284,59.91
7286,47.141999999999996
7288,141.47
7292,45.27
7306,163.68
7316,5.86
7324,108.08
7325,139.45
7328,116.14
7332,104.92
7333,123.28
7344,144.85
7345,164.26
7348,250.03
7351,144.59
7352,128.51
7359,228.01
7362,268.42
7372,260.53
7390,12.68
7395,10.91
7396,8.68
7403,17.38
7407,22.29
7411,29.07
7417,47.03
7427,20.98
7443,51.006
7449,100.49
7450,94.31
7451,81.65
7454,28.03
7458,13.99
7481,174.01
7487,176.76
7491,41.58
7495,44.13
7505,135.34
7506,148.55
7509,105.12
7513,80.12
7515,82.35
7535,123.04
7543,181.03
7547,171.25
7557,118.88
7559,146.76
7562,17.34
7563,14.66
7569,6.523333333333333
7575,6.0
7576,6.9
7580,13.07
7596,22.29
7598,32.47
7605,23.94
7610,43.6
7611,31.65
7614,17.92
7628,22.39
7629,26.33
7630,35.62
7650,145.09
7652,182.56
7663,165.01
7677,153.38
7685,152.2
7690,148.06
7697,38.56
7698,45.76
7702,33.81
7703,30.6
7704,27.69
7715,20.02
7724,73.77
7726,59.39
7740,82.81
7742,118.08
7744,72.01
7753,15.14
7758,9.19
7761,9.4
7764,12.39
7766,12.39
7771,11.24
7775,14.09
7777,17.83
7783,16.78
7786,55.07
7815,139.43
7817,22.3
7834,108.13
7835,123.52
7836,137.5
7838,141.19
7840,105.84
7845,160.03
7846,155.97
7850,172.04
7857,234.43
7863,257.37
7869,152.68
7873,182.66
7875,263.63
7877,320.31
7882,205.6
7894,136.67
7895,146.26
7897,140.75
7907,252.55
7908,281.87
7910,280.41
7911,290.07
7913,292.73
7918,255.94
7926,384.87
7929,266.96
7937,349.38
7938,104.39
7942,93.4525
7943,135.72
7945,115.71
7946,136.55
7948,176.53
7963,67.18
7971,67.57
7974,20.69
7975,22.2
7978,28.63
7979,22.54
7986,22.1
7988,18.85
7998,73.93
7999,32.55
8005,28.555
8008,16.32
8010,15.215
8014,46.4
8019,87.05
8022,159.89
8029,228.7
8031,258.33
8040,105.34
8055,69.36
8076,87.69
8079,71.3
8086,98.31
8089,61.41
8090,74.87
8091,61.4
8092,40.7
8093,51.37
8098,7.44
8102,93.62
8105,16.73
8117,38.44
8121,45.36
8126,83.69
8137,45.02
8139,45.82
8150,11.59
8154,35.23
8156,39.37
8159,46.88
8165,75.17
8168,60.13
8169,75.15
8175,59.04
8183,73.32
8185,62.68
8194,98.75
8197,105.69
8212,246.93
8215,234.34
8218,166.21
8223,230.07
8224,210.86
8225,167.35
8228,157.38
8231,140.19
8237,120.55
8241,151.15
8243,176.74
8249,64.49
8253,100.83
8263,106.68
8269,92.64
8270,78.24
8279,86.76
8284,120.76
8291,35.04
8298,55.98
8303,82.78
8304,95.96
8306,100.73
8315,124.98
8316,114.49
8319,98.08
8321,109.38
8326,118.54
8331,121.53
8334,134.67
8335,172.11
8338,168.5
8339,188.25
8343,166.3
8345,146.89
8348,122.92
8353,225.21
8355,225.05
8356,233.69
8360,186.16
8363,239.99
8364,291.31
8377,40.94
8378,61.08
8380,47.79
8385,97.43
8399,45.06
8400,43.01
8405,77.47
8410,65.28
8414,89.74
8420,119.53
8423,140.26
8426,144.65
8436,80.8
8448,115.1
8449,112.08
8464,134.39
8469,44.0
8471,74.68
8477,71.59
8481,60.28
8482,62.01
8483,34.58
8489,44.1
8492,61.91
8496,113.86
8499,71.18
8502,52.01
8504,55.86
8505,50.625
8508,22.46
8511,34.04
8512,44.95
8522,67.03
8523,56.11
8527,48.94
8538,34.25
8540,52.85
8546,69.83
8576,135.47
8582,179.24
8601,103.25
8606,153.4
8610,75.87
8613,144.899
8624,185.77
8628,75.44
8633,91.6
8663,79.45
8673,126.54
8674,134.82
8675,146.5
8679,86.48
8681,82.6
8682,84.91
8685,75.73
8687,75.68
8688,75.31
8690,73.01
8694,105.49
8697,125.83
8703,148.74
8705,170.48
8707,73.74
8713,20.14
8714,31.315
8717,30.72
8725,26.17
8730,28.57
8741,33.27
8747,57.71
8750,55.88
8752,37.78
8755,77.09
8776,23.165
8786,62.86
8791,18.46
8794,23.54
8796,17.67
8814,87.586
8832,170.73
8835,142.81
8838,56.65
8845,28.48
8850,30.01
8860,130.37
8861,154.3
8864,68.58
8873,83.68
8874,59.53
8877,66.68
8878,59.38
8880,52.88
8886,85.12
8889,69.16
8906,50.35
8917,72.34
8919,84.35
8927,47.24
8937,9.04
8942,19.02
8945,26.94
8949,23.79
8955,68.3
8957,21.41
8968,72.11
8974,78.38
8975,93.86
8977,112.93
8979,111.79
8980,123.87
8985,32.41
9001,15.67
9003,20.48
9009,20.71
9021,65.67
9022,82.16
9027,80.55
9032,91.9
9040,87.08
9046,88.53
9053,22.12
9055,19.22
9067,96.28
9068,124.41
9071,136.27
9083,72.01
9088,93.67
9091,111.81
9092,80.56
9097,93.75
9098,112.27
9100,85.99
9104,146.95
9105,132.05
9113,56.62
9124,127.32
9125,112.85
9134,154.34
9135,183.01
9136,223.954
9139,67.72
9142,89.89
9154,176.49
9157,73.346
9170,153.73
9172,163.59
9175,156.49
9177,202.46200000000002
9181,206.912
9184,213.67
9185,233.752
9189,282.81
9193,66.2
9198,48.59
9199,73.12
9209,105.47
9211,121.81
9216,62.92
9222,63.57
9230,128.16
9232,48.21
9234,65.71
9237,61.25
9239,55.8
9242,86.6
9243,79.93
9248,53.65
9254,96.45
9259,122.47
9261,15.72
9265,38.43
9272,68.31
9275,33.62
9279,66.32
9281,25.54
9282,30.39
9290,15.15
9309,11.04
9311,10.79
9313,11.23
9317,21.59
9318,34.82
9322,32.54
9325,47.48
9327,13.79
9333,32.36
9334,23.97
9337,27.77
9341,36.36
9348,38.35
9354,35.4
9357,24.9
9366,65.03
9367,72.445
9368,71.669
9387,71.23
9401,130.94
9408,190.88
9412,45.74
9417,62.46
9434,33.52
9436,29.11
9437,37.99
9439,20.42
9440,46.55
9444,34.76
9447,24.515
9463,34.43
9472,20.92
9478,35.83
9488,50.05
9502,37.45
9509,67.05
9512,84.9
9517,52.18
9520,39.73
9523,50.82
9530,66.04
9539,103.15
9553,21.01
9557,13.52
9559,8.27
9579,21.75
9582,15.84
9583,12.41
9588,37.82
9590,55.41
9597,30.03
9602,15.1
9603,13.25
9624,40.67
9629,51.16
9644,90.58
9649,75.19
9654,34.97833333333333
9657,73.45
9670,24.4
9673,36.71
9677,23.74
9686,12.17
9692,17.04
9704,93.6
9706,43.48
9719,22.24
9724,21.83
9729,31.4
9731,17.145
9734,36.12
9739,36.13
9743,77.42
9748,80.4
9752,104.25
9760,123.91
9766,46.23
9767,72.76
9769,92.03
9771,53.9
9772,98.64
9774,132.78
9776,157.69
9782,153.78
9790,90.48
9791,89.25
9795,69.58
9803,38.11
9806,118.02
9813,46.27
9815,53.68
9819,36.37
9826,30.54
9839,109.71
9843,98.08
9845,120.25
9847,108.77
9851,134.62
9856,58.13
9859,72.49
9860,70.31
9861,63.28
9865,38.47
9867,56.7
9871,32.07
9872,21.54
9873,21.755
9880,38.42
9884,57.36
9889,56.69
9891,61.5
9892,48.95
9894,75.4
9899,52.14
9911,19.34
9914,13.75
9915,14.94
9916,20.34
9921,32.56
9924,32.1
9933,31.01
9940,13.12
9941,14.11
9948,13.59
9949,13.31
9952,17.81
9956,37.85
9958,41.87
9965,35.82
9991,87.73
